허브,고객주문번호,BOX수량,CBM,우편번호,배송지ID,주소,상세주소,위도,경도,행정구역,운영단위명
1160,2013058651-30,1,0.033,10845,8089573,경기도 파주시 월롱면 엘지로 245,P7 5F TV LC 전공정반 사무실,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013046505-320,1,0.033,10845,9188294,경기도 파주시 월롱면 엘지로 245,P8동 6F FA장비기술1계 사무실,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2013027460-50,1,0.014,10845,9027773,경기도 파주시 월롱면 엘지로 245,P9공장 11F Mobile DE2반,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2013027460-200,1,0.001,10845,9027773,경기도 파주시 월롱면 엘지로 245,P9공장 11F Mobile DE2반,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2013027460-70,1,0.014,10845,9027773,경기도 파주시 월롱면 엘지로 245,P9공장 11F Mobile DE2반,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2013027460-60,1,0.014,10845,9027773,경기도 파주시 월롱면 엘지로 245,P9공장 11F Mobile DE2반,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2013065390-30,1,0.004,10845,8996009,경기도 파주시 월롱면 엘지로 245,R&D 14F Mobile구동기술2팀,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주-1
1160,2013065390-10,1,0.004,10845,8996009,경기도 파주시 월롱면 엘지로 245,R&D 14F Mobile구동기술2팀,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주-1
1160,2013065390-20,1,0.004,10845,8996009,경기도 파주시 월롱면 엘지로 245,R&D 14F Mobile구동기술2팀,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주-1
1160,2013021995-10,2,0.028,10845,8894293,경기도 파주시 월롱면 엘지로 245,LG디스플레이 A1동 3F Infra 기술담당 파주전기팀 (Dx04열),37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2013031122-190,2,0.066,10845,9183992,경기도 파주시 월롱면 엘지로 245,LG Display M2 2F 영선통합창고(한진규010-3222-1144),37.81588522,126.7568181,경기 파주시,주)지수아이앤씨_파주
1160,2013042306-90,1,0.004,10845,9188273,경기도 파주시 월롱면 엘지로 245,P7공장5층 TV LT검사장비반 사무실,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2013040174-10,1,0.001,10845,3130627,경기도 파주시 월롱면 엘지로 245,LG디스플레이  설비구매팀,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2013041896-110,1,0.004,10845,5158987,경기도 파주시 월롱면 엘지로 245,P9 2층 P9 CPS 장비반,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013041581-120,2,0.066,10845,5158987,경기도 파주시 월롱면 엘지로 245,P9 2층 P9 CPS 장비반,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013041581-10,1,0.014,10845,5158987,경기도 파주시 월롱면 엘지로 245,P9 2층 P9 CPS 장비반,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주-2
1160,2012996013-50,1,0.014,10845,8684485,경기도 파주시 월롱면 엘지로 245,파주_M2 6F 현장사무실(Mobile 검사장비2계),37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2012913301-10,2,2,10845,8933496,경기도 파주시 월롱면 엘지로 245,"P9 1F, M6 8번 반입구 CG분리실 옆 (Exa5기둥) _ 사무실",37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2012709404-30,1,0.033,10845,8975210,경기도 파주시 월롱면 엘지로 245,M동 2층_화학분석팀,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주-1
1160,2013005607-240,1,0.033,10845,8975210,경기도 파주시 월롱면 엘지로 245,M동 2층_화학분석팀,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주-1
1160,2012709404-40,1,0.033,10845,8975210,경기도 파주시 월롱면 엘지로 245,M동 2층_화학분석팀,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주-1
1160,2013077299-10,4,0.132,10845,8762934,경기도 파주시 월롱면 엘지로 245 M동 3F 장비반입구,,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주_보호구
1160,2013039569-20,5,0.07,10845,9176765,경기도 파주시 월롱면 엘지로 245,P9 1F 2번반입구 P9CELL제조출하반 사무실,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013070866-10,1,0.001,10845,9085739,경기도 파주시 월롱면 엘지로 245,LG디스플레이 P9(IT2공장)2층 공용사무실,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_구미-2
1160,2013077688-10,1,0.014,10845,9209125,경기도 파주시 월롱면 엘지로 245,A1동 3층 IT O/S 기획팀,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2013031122-220,1,0.014,10845,9183996,경기도 파주시 월롱면 엘지로 245,LG Display M2 2F 영선통합창고(한진규010-3222-1144),37.81588522,126.7568181,경기 파주시,주)지수아이앤씨_파주
1160,2013039748-80,1,0.014,10845,9187263,경기도 파주시 월롱면 엘지로 245,LG 디스플레이 전사정밀안전진단 Task,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2013039748-30,1,0.014,10845,9187263,경기도 파주시 월롱면 엘지로 245,LG 디스플레이 전사정밀안전진단 Task,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2013039748-50,1,0.014,10845,9187263,경기도 파주시 월롱면 엘지로 245,LG 디스플레이 전사정밀안전진단 Task,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2013075872-10,1,0.064,10845,7557636,경기도 파주시 월롱면 엘지로 245,파주 RnD동 3F 현장 사무실 (연구소 시작계),37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주-1
1160,2013059762-10,1,0.014,10845,9196150,경기도 파주시 월롱면 엘지로 245,R&D동 12F IT OLED 회로/기구팀,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_구미-2
1160,2013021305-80,1,0.014,10845,7958278,경기도 파주시 엘지로 245,Module동 5F 외포장 반입구(개발반/ *구 시작반),37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2013075726-10,1,0.014,10845,9206751,경기도 파주시 월롱면 엘지로 245,"R&D동, 7층, B04기둥",37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주-1
1160,2013066452-10,2,0.128,10845,9203784,경기도 파주시 월롱면 엘지로 245,Gate C 앞 베스트 클럽,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2013064804-10,4,0.256,10845,9203784,경기도 파주시 월롱면 엘지로 245,Gate C 앞 베스트 클럽,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2012997704-10,4,0.444,10845,9167383,경기도 파주시 월롱면 엘지로 245,A2동 3층 B02기둥열,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013047351-10,1,0.014,10845,9190138,경기도 파주시 월롱면 엘지로 245,A1동 4F A01~B01 기둥 사이,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2012621331-50,1,0.064,10845,8798787,경기도 파주시 월롱면 엘지로 245,P9 cell 제조검사계 사무실 (남측 2F),37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주-2
1160,2012657056-40,1,0.014,10845,8967971,경기도 파주시 월롱면 엘지로 245,A1동 2F IT 안전환경2팀 김명진 주임,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2012657056-20,1,0.014,10845,8967971,경기도 파주시 월롱면 엘지로 245,A1동 2F IT 안전환경2팀 김명진 주임,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2012657056-30,1,0.014,10845,8967971,경기도 파주시 월롱면 엘지로 245,A1동 2F IT 안전환경2팀 김명진 주임,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2013071436-10,1,0.033,10845,9206048,"경기도 파주시 월롱면 엘지로 245 P8동 6F TV 진공장비계, TV",,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주_보호구
1160,2012982649-10,1,0.033,10845,8976972,경기도 파주시 월롱면 엘지로 245 P8공장 6층 TV DET 장비반 사,,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주_보호구
1160,2013018542-10,1,0.014,10845,9166222,경기도 파주시 월롱면 엘지로 245,A1동 IQ TDR,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2012949782-50,1,0.001,10845,9002698,경기도 파주시 월롱면 엘지로 245,M2동 2층 Mobile M NY 개발계 사무실,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_구미-2
1160,2013042306-80,1,0.014,10845,9188270,경기도 파주시 월롱면 엘지로 245,P7공장5층 TV LT검사장비반 사무실,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2013035619-10,1,0.033,10845,8697961,경기도 파주시 월롱면 엘지로 245 P8 4F Cell 제조계 사무실,,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주_보호구
1160,2013071142-10,1,0.014,10845,8982667,경기도 파주시 월롱면 엘지로 245,A1동 3F Mobile 제조기획팀,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2013064995-10,1,0.014,10845,8982667,경기도 파주시 월롱면 엘지로 245,A1동 3F Mobile 제조기획팀,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2012943438-10,1,0.001,10845,8982667,경기도 파주시 월롱면 엘지로 245,A1동 3F Mobile 제조기획팀,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,2013039414-10,1,0.014,10845,7530429,경기도 파주시 월롱면 엘지로 245 P7 옥상 대기운전1반 근무자실,,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주_보호구
1160,2012991525-20,1,0.033,10845,8535061,경기도 파주시 엘지로 245,엘지디스플레이 R&D 8층 OLED TV 기구설계2팀,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주-1
1160,7000830944-10,1,0.033,10845,9188824,경기도 파주시 월롱면 엘지로 245,파주 LGD R&D동 12층 IT OLED 회로/기구팀,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)설비구매_파주
1160,2013028178-10,1,0.064,10845,9036612,경기도 파주시 월롱면 엘지로 245,P7동 B2 P8 분석실,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013028136-10,1,0.014,10845,9036612,경기도 파주시 월롱면 엘지로 245,P7동 B2 P8 분석실,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013028136-20,1,0.033,10845,9036612,경기도 파주시 월롱면 엘지로 245,P7동 B2 P8 분석실,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주-2
1160,2012949633-30,1,0.064,10845,9036612,경기도 파주시 월롱면 엘지로 245,P7동 B2 P8 분석실,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013031122-130,1,0.064,10845,9183984,경기도 파주시 월롱면 엘지로 245,LG Display M2 2F 영선통합창고(한진규010-3222-1144),37.81588522,126.7568181,경기 파주시,주)지수아이앤씨_파주
1160,2013066165-20,3,0.099,10845,9203782,경기도 파주시 월롱면 엘지로 245,A1동 3F 품질기획팀 (B07기둥),37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주-1
1160,2013066165-10,1,0.004,10845,9203782,경기도 파주시 월롱면 엘지로 245,A1동 3F 품질기획팀 (B07기둥),37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주-1
1160,2012855403-10,1,0.014,10845,8500883,경기도 파주시 월롱면 엘지로 245, P9 11F Mobile DE 1반 사무실,37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
1160,허브돌아옴,0,0,,,파주Hub,,37.73147568,126.6965419,,
1160,허브출발,0,0,,,파주Hub,,37.73147568,126.6965419,,
1160,2013052056-40,1,0.064,10839,5955496,경기도 파주시 윗가마울길 81-46,교보문고 제1물류센터,37.81758254,126.8324835,경기 파주시,(주) 교보문고
1160,2013038760-210,1,0.033,413811,9137879,경기도 파주시 월롱면 덕은리 1007번지 LG Display,P9 CGSS반,37.80330064,126.7697652,경기 파주시,엘지디스플레이(주)_파주
1160,2013072415-50,1,0.001,10845,9206405,경기도 파주시 월롱면 엘씨디로 129,TV사업부 M동 6층 D04,37.809178,126.769824,경기 파주시,엘지디스플레이(주)_파주-1
1160,2013072415-20,1,0.033,10845,9206405,경기도 파주시 월롱면 엘씨디로 129,TV사업부 M동 6층 D04,37.809178,126.769824,경기 파주시,엘지디스플레이(주)_파주-1
1160,2013072415-30,1,0.033,10845,9206405,경기도 파주시 월롱면 엘씨디로 129,TV사업부 M동 6층 D04,37.809178,126.769824,경기 파주시,엘지디스플레이(주)_파주-1
1160,2013072415-60,1,0.001,10845,9206405,경기도 파주시 월롱면 엘씨디로 129,TV사업부 M동 6층 D04,37.809178,126.769824,경기 파주시,엘지디스플레이(주)_파주-1
1160,2013059631-10,1,0.001,10845,9029244,경기도 파주시 월롱면 엘지로 245,R&D동 14F Mobile Panel 설계3팀,37.809178,126.769824,경기 파주시,엘지디스플레이(주)_파주-1
1160,2013059205-40,1,0.001,10845,7283794,경기도 파주시 월롱면 엘지로 245,R&D동 11층,37.809178,126.769824,경기 파주시,엘지디스플레이(주)_파주-1
1160,2013048601-20,1,0.004,10845,7097315,경기도 파주시 월롱면 엘지로 245,R&D동 9층 OLED TV 회로설계1팀,37.809178,126.769824,경기 파주시,엘지디스플레이(주)_파주-1
1160,2013051113-210,1,0.014,10845,7823601,경기도 파주시,월롱면 엘지로 245 M2동 2층 개발시료창고 사무실,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_구미-1
1160,2013051113-280,1,0.111,10845,7823601,경기도 파주시,월롱면 엘지로 245 M2동 2층 개발시료창고 사무실,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_구미-1
1160,2013048449-110,2,0.066,10845,8952723,경기도 파주시 월롱면 엘지로 245,M동 3F장비반 입구,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주
1160,2013048449-190,2,0.066,10845,8952723,경기도 파주시 월롱면 엘지로 245,M동 3F장비반 입구,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주
1160,2013052160-10,1,0.014,10845,7901974,경기도 파주시 월롱면 엘지로 245 M동 4F 삼구INC 외포장 사무실,,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주_보호구
1160,2012973002-40,1,0.001,10845,8302158,경기도 파주시 월롱면 엘지로 245,Module동 4F 장비반입구 앞 010-4841-9021,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주
1160,2013051113-290,3,0.042,10845,8118890,경기도 파주시,월롱면 엘지로 245 M2동 2층 개발자재창고 사무실,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_구미-1
1160,2013069538-10,1,0.004,10845,8118890,경기도 파주시,월롱면 엘지로 245 M2동 2층 개발자재창고 사무실,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_구미-1
1160,2013051113-360,1,0.004,10845,8118890,경기도 파주시,월롱면 엘지로 245 M2동 2층 개발자재창고 사무실,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_구미-1
1160,2012990544-10,5,0.165,10845,7769026,경기도 파주시 월롱면 엘지로 245,M2 1F 34구역 지수 탈의실 앞 이은숙님,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주
1160,2012990544-20,1,0.111,10845,7769026,경기도 파주시 월롱면 엘지로 245,M2 1F 34구역 지수 탈의실 앞 이은숙님,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주
1160,2013058901-60,1,0.033,10845,8187813,경기도 파주시 월롱면 엘지로 245,M동 4층 장비 반입구,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주
1160,2013058901-270,1,0.033,10845,8187813,경기도 파주시 월롱면 엘지로 245,M동 4층 장비 반입구,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주
1160,2013058901-290,1,0.111,10845,8187813,경기도 파주시 월롱면 엘지로 245,M동 4층 장비 반입구,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주
1160,2012916599-130,1,0.014,10845,8187813,경기도 파주시 월롱면 엘지로 245,M동 4층 장비 반입구,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주
1160,2012963943-10,1,0.014,10845,8187813,경기도 파주시 월롱면 엘지로 245,M동 4층 장비 반입구,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주
1160,2013058901-130,1,0.004,10845,8187813,경기도 파주시 월롱면 엘지로 245,M동 4층 장비 반입구,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주
1160,2013058901-150,2,0.066,10845,8187813,경기도 파주시 월롱면 엘지로 245,M동 4층 장비 반입구,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주
1160,2012916599-120,1,0.014,10845,8187813,경기도 파주시 월롱면 엘지로 245,M동 4층 장비 반입구,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주
1160,2013058901-260,1,0.033,10845,8187813,경기도 파주시 월롱면 엘지로 245,M동 4층 장비 반입구,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주
1160,2013058901-280,1,0.111,10845,8187813,경기도 파주시 월롱면 엘지로 245,M동 4층 장비 반입구,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주
1160,2012963943-280,1,0.014,10845,8187813,경기도 파주시 월롱면 엘지로 245,M동 4층 장비 반입구,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주
1160,2012916599-10,1,0.014,10845,8187813,경기도 파주시 월롱면 엘지로 245,M동 4층 장비 반입구,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주
1160,2013058901-160,2,0.066,10845,8187813,경기도 파주시 월롱면 엘지로 245,M동 4층 장비 반입구,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주
1160,2012916599-110,1,0.014,10845,8187813,경기도 파주시 월롱면 엘지로 245,M동 4층 장비 반입구,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주
1160,2013063369-10,1,0.014,10845,6258715,"경기 파주시 월롱면 엘씨디로 294, 1층 (주)아워홈 한국SMT파주점",,37.810521,126.767289,경기 파주시,㈜아워홈_MRO
1160,2012945441-10,1,0.111,413779,8000514,경기 파주시 월롱면 덕은리 파주LCD산업단지,M동 7층 P8 AP 검사계 사무실,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013007558-40,1,0.111,413779,8000514,경기 파주시 월롱면 덕은리 파주LCD산업단지,M동 7층 P8 AP 검사계 사무실,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주-2
1160,2012649970-10,6,0.384,413779,8000514,경기 파주시 월롱면 덕은리 파주LCD산업단지,M동 7층 P8 AP 검사계 사무실,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013040883-10,1,0.033,10845,5635172,경기도 파주시 월롱면 엘지로 245,M2동 1층 FA 후공정반 사무실,37.810521,126.767289,경기 파주시,엘지디스플레이(주)_파주
1160,2013009886-10,1,0.004,10845,7833600,경기도 파주시 월롱면 엘지로 245,P9 공장 6F OC 장비계 OC 증착장비2반 사무실,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013025748-30,1,0.033,10845,7135055,경기도 파주시,월롱면 엘지로 245 엘지디스플레이 P9동 지하2층 쉴드룸,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013025748-50,1,0.033,10845,7135055,경기도 파주시,월롱면 엘지로 245 엘지디스플레이 P9동 지하2층 쉴드룸,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013025748-70,1,0.033,10845,7135055,경기도 파주시,월롱면 엘지로 245 엘지디스플레이 P9동 지하2층 쉴드룸,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013025748-60,3,0.099,10845,7135055,경기도 파주시,월롱면 엘지로 245 엘지디스플레이 P9동 지하2층 쉴드룸,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013025748-40,1,0.033,10845,7135055,경기도 파주시,월롱면 엘지로 245 엘지디스플레이 P9동 지하2층 쉴드룸,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013071481-30,1,0.033,10845,9108205,경기도 파주시 월롱면 엘지로 245,P9 10F AP4,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013071481-40,1,0.033,10845,9108205,경기도 파주시 월롱면 엘지로 245,P9 10F AP4,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013049194-170,1,0.033,10845,9052917,경기도 파주시 월롱면 엘지로 245,P9동 6F OC 장비 1계실,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013049194-150,1,0.004,10845,9052917,경기도 파주시 월롱면 엘지로 245,P9동 6F OC 장비 1계실,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013049194-110,1,0.004,10845,9052917,경기도 파주시 월롱면 엘지로 245,P9동 6F OC 장비 1계실,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013049194-80,1,0.004,10845,9052917,경기도 파주시 월롱면 엘지로 245,P9동 6F OC 장비 1계실,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013049194-70,1,0.004,10845,9052917,경기도 파주시 월롱면 엘지로 245,P9동 6F OC 장비 1계실,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013049194-140,1,0.004,10845,9052917,경기도 파주시 월롱면 엘지로 245,P9동 6F OC 장비 1계실,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013049194-90,2,0.002,10845,9052917,경기도 파주시 월롱면 엘지로 245,P9동 6F OC 장비 1계실,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2010077716-10,1,0.001,413779,7115846,경기 파주시 월롱면 덕은리 파주LCD산업단지,LG Display P9옥상 생산배기 근무자실,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주
1160,2013051138-10,1,0.064,10845,6603177,경기도 파주시 월롱면 엘지로 245 P9 Cell 제조검사계 사무실  (,,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주_보호구
1160,2013027833-20,1,0.004,10845,9057250,경기도 파주시 월롱면 엘지로 245,P9 공장 6F OC 장비계 OC 증착장비2반 사무실,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013000112-10,1,0.014,10845,7139877,경기도 파주시 월롱면 엘지로 245,엘지디스플레이 P9동 2층 P9 TFT/CF2 장비계 사무실,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013047670-40,1,0.004,10845,7139877,경기도 파주시 월롱면 엘지로 245,엘지디스플레이 P9동 2층 P9 TFT/CF2 장비계 사무실,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013047670-120,1,0.001,10845,7139877,경기도 파주시 월롱면 엘지로 245,엘지디스플레이 P9동 2층 P9 TFT/CF2 장비계 사무실,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2012223725-40,1,0.001,10845,8703996,경기도 파주시 월롱면 엘지로 245,P9 1층 상온 OM검사계 현장사무실,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주
1160,2013051166-30,1,0.033,10845,8617958,경기도 파주시 월롱면 엘지로 245,LG디스플레이 P9공장 10층 AP4 D/E 장비반,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013051166-20,1,0.033,10845,8617958,경기도 파주시 월롱면 엘지로 245,LG디스플레이 P9공장 10층 AP4 D/E 장비반,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013051166-10,1,0.014,10845,8617958,경기도 파주시 월롱면 엘지로 245,LG디스플레이 P9공장 10층 AP4 D/E 장비반,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013064536-20,1,0.004,10845,8093834,경기도 파주시 월롱면 엘지로 245,엘지 디스플레이 파주공장 P9동 6층 OC장비계 E4 증착장비반 사무실,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013073686-30,1,0.033,10845,5554560,경기도 파주시 월롱면 엘지로 245,P9 북MR 1층 CCSS 근무자실,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주
1160,2012884406-60,1,0.033,10845,8988200,경기도 파주시 월롱면 엘씨디로 139,엘지디스플레이 P9 11F Mobile 종합공정2계,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주
1160,2013051113-100,1,0.033,10845,7718666,경기도 파주시,월롱면 엘지로 245 P9동 지하 2층 Panel 자재창고 사무실,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_구미-1
1160,2013051113-60,1,0.033,10845,7718666,경기도 파주시,월롱면 엘지로 245 P9동 지하 2층 Panel 자재창고 사무실,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_구미-1
1160,2012988265-130,5,0.07,10845,8774718,경기도 파주시 월롱면 엘지로 245,P9공장 남측 지하1층 소모품창고,37.811272,126.764077,경기 파주시,엘지디스플레이(주)_파주-2
1160,2013051516-40,0.222,0.025,10845,8938114,경기도 파주시 엘씨디로 201,M2동 2층,37.80857095,126.7614702,경기 파주시,나눔누리_구미
1160,2013051516-30,0.222,0.025,10845,8938114,경기도 파주시 엘씨디로 201,M2동 2층,37.80857095,126.7614702,경기 파주시,나눔누리_구미
1160,2013051516-20,0.222,0.025,10845,8938114,경기도 파주시 엘씨디로 201,M2동 2층,37.80857095,126.7614702,경기 파주시,나눔누리_구미
1160,2013051490-60,0.222,0.025,10845,8938114,경기도 파주시 엘씨디로 201,M2동 2층,37.80857095,126.7614702,경기 파주시,나눔누리_구미
1160,2013051490-40,0.222,0.025,10845,8938114,경기도 파주시 엘씨디로 201,M2동 2층,37.80857095,126.7614702,경기 파주시,나눔누리_구미
1160,2013051516-10,0.222,0.025,10845,8938114,경기도 파주시 엘씨디로 201,M2동 2층,37.80857095,126.7614702,경기 파주시,나눔누리_구미
1160,2013051490-50,0.222,0.025,10845,8938114,경기도 파주시 엘씨디로 201,M2동 2층,37.80857095,126.7614702,경기 파주시,나눔누리_구미
1160,2013051490-20,0.222,0.025,10845,8938114,경기도 파주시 엘씨디로 201,M2동 2층,37.80857095,126.7614702,경기 파주시,나눔누리_구미
1160,2013051490-30,0.222,0.025,10845,8938114,경기도 파주시 엘씨디로 201,M2동 2층,37.80857095,126.7614702,경기 파주시,나눔누리_구미
1160,2013043922-10,1,0.014,10845,7020436,경기 파주시 월롱면 엘씨디로 201 정다운마을 복지동 구내식당 사무실,,37.80857095,126.7614702,경기 파주시,㈜아워홈_MRO
1160,2013021308-90,1,0.001,10845,7834575,경기도 파주시 월롱면 엘씨디로 201,정다운마을 기숙사 복지동A 지하1층 중앙감시반 정환수 010-6384-2017,37.80857095,126.7614702,경기 파주시,주)지수아이앤씨_파주
1160,2012917529-60,1,0.176,10845,3361754,경기도 파주시 월롱면 엘지로 245,Green동 수질2Part,37.814208,126.759037,경기 파주시,주식회사 테크로스환경서비스_LGD파주
1160,2013069644-20,1,0.111,413779,7220906,경기도 파주시 엘지로 245,LG디스플레이(주) A1동 3층 노경기획팀 (기둥번호 :C04),37.81588522,126.7568181,경기 파주시,엘지디스플레이(주)_파주
